"Word","Age","Freq","LogFreq"
"hammer","16",18,1.27875360095283
"hand","16",82,1.91907809237607
"happy","16",134,2.13033376849501
"hard","16",691,2.84010609445676
"hat","16",56,1.75587485567249
"hate","16",1,0.301029995663981
"have","16",8,0.954242509439325
"he","16",4,0.698970004336019
"head","16",256,2.40993312333129
"hear","16",7,0.903089986991944
"heavy","16",25,1.41497334797082
"hello","16",8,0.954242509439325
"help","16",168,2.22788670461367
"hen","16",14,1.17609125905568
"her","16",101,2.00860017176192
"here","16",39,1.60205999132796
"hers","16",4,0.698970004336019
"hi","16",216,2.33645973384853
"hide","16",12,1.11394335230684
"high","16",10,1.04139268515823
"him","16",5,0.778151250383644
"his","16",43,1.64345267648619
"hit","16",37,1.57978359661681
"hold","16",17,1.25527250510331
"home","16",28,1.46239799789896
"horse","16",295,2.47129171105894
"hot","16",519,2.7160033436348
"house","16",472,2.67486114073781
"how","16",22,1.36172783601759
"hug","16",113,2.05690485133647
"hungry","16",1439,3.15836249209525
"hurry","16",233,2.36921585741014
"hurt","16",212,2.32837960343874
"ice","16",101,2.00860017176192
"if","16",1,0.301029995663981
"in","16",116,2.06818586174616
"inside","16",122,2.0899051114394
"into","16",2,0.477121254719662
"is","16",21,1.34242268082221
"it","16",413,2.6170003411209
"jacket","16",40,1.61278385671974
"jeans","16",64,1.81291335664286
"juice","16",92,1.96848294855394
"jump","16",94,1.97772360528885
"keys","16",346,2.54032947479087
"kick","16",79,1.90308998699194
"kiss","16",152,2.1846914308176
"kitchen","16",574,2.75966784468963
"kitty","16",124,2.09691001300806
"knee","16",186,2.2718416065365
"knock","16",28,1.46239799789896
"lady","16",28,1.46239799789896
"lamb","16",262,2.41995574848976
"lamp","16",136,2.13672056715641
"last","16",1,0.301029995663981
"later","16",190,2.28103336724773
"leg","16",344,2.53781909507327
"lemme","16",13,1.14612803567824
"lick","16",3,0.602059991327962
"light","16",314,2.4983105537896
"like","16",10,1.04139268515823
"lion","16",10,1.04139268515823
"listen","16",4,0.698970004336019
"little","16",114,2.06069784035361
"long","16",3,0.602059991327962
"look","16",168,2.22788670461367
"loud","16",11,1.07918124604762
"love","16",221,2.34635297445064
"lunch","16",37,1.57978359661681
"mad","16",5,0.778151250383644
"make","16",4,0.698970004336019
"man","16",300,2.47856649559384
"me","16",205,2.31386722036915
"meat","16",32,1.51851393987789
"medicine","16",216,2.33645973384853
"meow","16",655,2.81690383937566
"milk","16",38,1.5910646070265
"mine","16",219,2.34242268082221
"mittens","16",25,1.41497334797082
"mommy","16",22,1.36172783601759
"money","16",93,1.9731278535997
"monkey","16",550,2.74115159885178
"moo","16",754,2.87794695162919
"moon","16",88,1.94939000664491
"more","16",299,2.47712125471966
"morning","16",163,2.2148438480477
"mouse","16",1552,3.19117145572856
"mouth","16",180,2.25767857486918
"much","16",3,0.602059991327962
"my","16",755,2.87852179550121
"nap","16",44,1.65321251377534
"naughty","16",74,1.8750612633917
"new","16",6,0.845098040014257
"nice","16",132,2.12385164096709
"night","16",215,2.33445375115093
"no","16",92,1.96848294855394
"noisy","16",9,1
"none","16",20,1.32221929473392
"noodles","16",840,2.92479599579791
"nose","16",534,2.72835378202123
"not","16",333,2.52374646681156
"now","16",44,1.65321251377534
"nuts","16",11,1.07918124604762
"of","16",5,0.778151250383644
"off","16",160,2.20682587603185
"old","16",66,1.82607480270083
"on","16",205,2.31386722036915
"open","16",517,2.71432975974523
"orange","16",20,1.32221929473392
"other","16",92,1.96848294855394
"ouch","16",461,2.66464197555613
"our","16",2,0.477121254719662
"out","16",187,2.27415784926368
"oven","16",12,1.11394335230684
"over","16",6,0.845098040014257
"owie","16",90,1.95904139232109
"owl","16",1026,3.01157044359728
"paint","16",9,1
"pajamas","16",22,1.36172783601759
"pants","16",132,2.12385164096709
"paper","16",60,1.78532983501077
"park","16",28,1.46239799789896
"party","16",14,1.17609125905568
"peas","16",78,1.89762709129044
"peekaboo","16",14,1.17609125905568
"pen","16",210,2.32428245529769
"pencil","16",24,1.39794000867204
"penguin","16",118,2.07554696139253
"penny","16",340,2.5327543789925
"people","16",64,1.81291335664286
"person","16",438,2.64246452024212
"pick","16",7,0.903089986991944
"picnic","16",4,0.698970004336019
"picture","16",806,2.90687353472207
"pig","16",514,2.71180722904119
"pillow","16",206,2.31597034545692
"pizza","16",66,1.82607480270083
"plant","16",224,2.35218251811136
"plate","16",180,2.25767857486918
"play","16",294,2.46982201597816
"please","16",104,2.02118929906994
"pony","16",1025,3.0111473607758
"pool","16",126,2.10380372095596
"poor","16",3,0.602059991327962
"potty","16",64,1.81291335664286
"pound","16",96,1.98677173426624
"pour","16",11,1.07918124604762
"pretend","16",1,0.301029995663981
"pretty","16",734,2.86628733908419
"pretzel","16",35,1.55630250076729
"pull","16",60,1.78532983501077
"puppy","16",688,2.83821922190763
"purse","16",316,2.50105926221775
"push","16",135,2.13353890837022
"put","16",25,1.41497334797082
"quiet","16",9,1
"radio","16",60,1.78532983501077
"rain","16",144,2.16136800223497
"raisin","16",656,2.81756536955978
"read","16",148,2.17318626841227
"red","16",1303,3.1152775913959
"refrigerator","16",4,0.698970004336019
"ride","16",40,1.61278385671974
"rock","16",32,1.51851393987789
"room","16",27,1.44715803134222
"run","16",26,1.43136376415899
"sad","16",11,1.07918124604762
"same","16",22,1.36172783601759
"saw","16",6,0.845098040014257
"say","16",24,1.39794000867204
"scared","16",100,2.00432137378264
"school","16",72,1.86332286012046
"scissors","16",36,1.56820172406699
"see","16",121,2.08635983067475
"seed","16",1,0.301029995663981
"shake","16",14,1.17609125905568
"share","16",8,0.954242509439325
"she","16",5,0.778151250383644
"sheep","16",38,1.5910646070265
"shh","16",38,1.5910646070265
"shirt","16",94,1.97772360528885
"shoe","16",10,1.04139268515823
"shorts","16",42,1.63346845557959
"shovel","16",168,2.22788670461367
"show","16",9,1
"sick","16",154,2.19033169817029
"sing","16",237,2.37657695705651
"sink","16",236,2.3747483460101
"sister","16",38,1.5910646070265
"sit","16",101,2.00860017176192
"skate","16",2,0.477121254719662
"sky","16",46,1.67209785793572
"sleep","16",202,2.30749603791321
"sleepy","16",428,2.63245729218472
"slide","16",70,1.85125834871908
"slow","16",6,0.845098040014257
"smile","16",14,1.17609125905568
"snow","16",102,2.01283722470517
"so","16",2,0.477121254719662
"soap","16",12,1.11394335230684
"sock","16",34,1.54406804435028
"soft","16",1263,3.10174707394637
"some","16",47,1.68124123737559
"spaghetti","16",42,1.63346845557959
"spill","16",8,0.954242509439325
"splash","16",223,2.35024801833416
"spoon","16",449,2.65321251377534
"squirrel","16",104,2.02118929906994
"stairs","16",172,2.2380461031288
"stand","16",10,1.04139268515823
"star","16",30,1.49136169383427
"sticky","16",17,1.25527250510331
"stop","16",225,2.3541084391474
"store","16",24,1.39794000867204
"story","16",26,1.43136376415899
"stove","16",116,2.06818586174616
"strawberry","16",56,1.75587485567249
"stroller","16",624,2.79588001734408
"stuck","16",40,1.61278385671974
"sun","16",130,2.11727129565576
"sweater","16",160,2.20682587603185
"sweep","16",37,1.57978359661681
"swim","16",51,1.7160033436348
"table","16",129,2.11394335230684
"take","16",18,1.27875360095283
"talk","16",13,1.14612803567824
"taste","16",8,0.954242509439325
"teacher","16",14,1.17609125905568
"tear","16",2,0.477121254719662
"that","16",457,2.66086547800387
"the","16",18,1.27875360095283
"their","16",2,0.477121254719662
"them","16",3,0.602059991327962
"then","16",1,0.301029995663981
"there","16",211,2.32633586092875
"these","16",18,1.27875360095283
"they","16",3,0.602059991327962
"thirsty","16",110,2.04532297878666
"this","16",270,2.43296929087441
"those","16",8,0.954242509439325
"throw","16",116,2.06818586174616
"tickle","16",189,2.27875360095283
"tiger","16",18,1.27875360095283
"time","16",1,0.301029995663981
"tiny","16",2,0.477121254719662
"tired","16",660,2.82020145948564
"to","16",8,0.954242509439325
"toast","16",180,2.25767857486918
"today","16",49,1.69897000433602
"toe","16",622,2.79448804665917
"tomorrow","16",9,1
"tongue","16",118,2.07554696139253
"tonight","16",1773,3.24895361549571
"too","16",14,1.17609125905568
"tooth","16",26,1.43136376415899
"touch","16",42,1.63346845557959
"towel","16",52,1.72427586960079
"toy","16",426,2.63042787502502
"train","16",47,1.68124123737559
"trash","16",140,2.14921911265538
"tray","16",5,0.778151250383644
"tree","16",32,1.51851393987789
"truck","16",990,2.99607365448528
"try","16",3,0.602059991327962
"tummy","16",32,1.51851393987789
"turkey","16",47,1.68124123737559
"turtle","16",140,2.14921911265538
"type","16",12,1.11394335230684
"uncle","16",26,1.43136376415899
"under","16",49,1.69897000433602
"up","16",500,2.69983772586725
"us","16",2,0.477121254719662
"vacuum","16",122,2.0899051114394
"vroom","16",497,2.69722934275972
"wait","16",110,2.04532297878666
"wake","16",5,0.778151250383644
"walk","16",95,1.98227123303957
"wanna","16",137,2.13987908640124
"was","16",3,0.602059991327962
"wash","16",118,2.07554696139253
"we","16",6,0.845098040014257
"were","16",2,0.477121254719662
"wet","16",583,2.7664128471124
"what","16",250,2.39967372148104
"when","16",16,1.23044892137827
"where","16",75,1.88081359228079
"which","16",2,0.477121254719662
"white","16",11,1.07918124604762
"who","16",70,1.85125834871908
"why","16",40,1.61278385671974
"will","16",5,0.778151250383644
"window","16",826,2.91750550955255
"windy","16",16,1.23044892137827
"wipe","16",136,2.13672056715641
"wish","16",0,0
"with","16",3,0.602059991327962
"wolf","16",23,1.38021124171161
"work","16",52,1.72427586960079
"would","16",2,0.477121254719662
