"Word","Age","Freq","LogFreq"
"lunch","19",52,1.72427586960079
"mad","19",15,1.20411998265592
"make","19",20,1.32221929473392
"man","19",300,2.47856649559384
"me","19",168,2.22788670461367
"meat","19",70,1.85125834871908
"medicine","19",290,2.46389298898591
"meow","19",437,2.6414741105041
"milk","19",76,1.88649072517248
"mine","19",225,2.3541084391474
"mittens","19",37,1.57978359661681
"mommy","19",74,1.8750612633917
"money","19",168,2.22788670461367
"monkey","19",394,2.59659709562646
"moo","19",530,2.72509452108147
"moon","19",150,2.17897694729317
"more","19",205,2.31386722036915
"morning","19",249,2.39794000867204
"mouse","19",714,2.85430604180108
"mouth","19",240,2.38201704257487
"much","19",10,1.04139268515823
"my","19",475,2.67760695272049
"nap","19",114,2.06069784035361
"naughty","19",115,2.06445798922692
"new","19",17,1.25527250510331
"nice","19",152,2.1846914308176
"night","19",201,2.30535136944662
"no","19",164,2.21748394421391
"noisy","19",25,1.41497334797082
"none","19",53,1.73239375982297
"noodles","19",456,2.65991620006985
"nose","19",368,2.56702636615906
"not","19",354,2.55022835305509
"now","19",67,1.83250891270624
"nuts","19",36,1.56820172406699
"of","19",9,1
"off","19",170,2.23299611039215
"old","19",115,2.06445798922692
"on","19",265,2.42488163663107
"open","19",461,2.66464197555613
"orange","19",82,1.91907809237607
"other","19",171,2.23552844690755
"ouch","19",291,2.46538285144842
"our","19",5,0.778151250383644
"out","19",173,2.2405492482826
"oven","19",16,1.23044892137827
"over","19",21,1.34242268082221
"owie","19",118,2.07554696139253
"owl","19",553,2.74350976472843
"paint","19",25,1.41497334797082
"pajamas","19",50,1.70757017609794
"pants","19",233,2.36921585741014
"paper","19",118,2.07554696139253
"park","19",48,1.69019608002851
"party","19",66,1.82607480270083
"peas","19",118,2.07554696139253
"peekaboo","19",50,1.70757017609794
"pen","19",252,2.40312052117582
"pencil","19",63,1.80617997398389
"penguin","19",124,2.09691001300806
"penny","19",318,2.50379068305718
"people","19",100,2.00432137378264
"person","19",322,2.5092025223311
"pick","19",26,1.43136376415899
"picnic","19",16,1.23044892137827
"picture","19",360,2.55750720190566
"pig","19",445,2.64933485871214
"pillow","19",224,2.35218251811136
"pizza","19",78,1.89762709129044
"plant","19",244,2.38916608436453
"plate","19",184,2.26717172840301
"play","19",270,2.43296929087441
"please","19",146,2.16731733474818
"pony","19",584,2.76715586608218
"pool","19",192,2.28555730900777
"poor","19",3,0.602059991327962
"potty","19",162,2.21218760440396
"pound","19",106,2.02938377768521
"pour","19",21,1.34242268082221
"pretend","19",7,0.903089986991944
"pretty","19",480,2.68214507637383
"pretzel","19",56,1.75587485567249
"pull","19",144,2.16136800223497
"puppy","19",432,2.63648789635337
"purse","19",248,2.39619934709574
"push","19",161,2.20951501454263
"put","19",38,1.5910646070265
"quiet","19",22,1.36172783601759
"radio","19",112,2.05307844348342
"rain","19",210,2.32428245529769
"raisin","19",488,2.68930885912362
"read","19",218,2.34044411484012
"red","19",558,2.74741180788642
"refrigerator","19",46,1.67209785793572
"ride","19",75,1.88081359228079
"rock","19",70,1.85125834871908
"room","19",61,1.79239168949825
"run","19",68,1.83884909073726
"sad","19",31,1.50514997831991
"same","19",78,1.89762709129044
"saw","19",7,0.903089986991944
"say","19",36,1.56820172406699
"scared","19",142,2.15533603746506
"school","19",146,2.16731733474818
"scissors","19",88,1.94939000664491
"see","19",159,2.20411998265592
"seed","19",2,0.477121254719662
"shake","19",42,1.63346845557959
"share","19",30,1.49136169383427
"she","19",15,1.20411998265592
"sheep","19",82,1.91907809237607
"shh","19",118,2.07554696139253
"shirt","19",176,2.24797326636181
"shoe","19",42,1.63346845557959
"shorts","19",124,2.09691001300806
"shovel","19",224,2.35218251811136
"show","19",30,1.49136169383427
"sick","19",207,2.31806333496276
"sing","19",324,2.51188336097887
"sink","19",205,2.31386722036915
"sister","19",60,1.78532983501077
"sit","19",125,2.10037054511756
"skate","19",10,1.04139268515823
"sky","19",90,1.95904139232109
"sleep","19",306,2.48713837547719
"sleepy","19",288,2.46089784275655
"slide","19",136,2.13672056715641
"slow","19",21,1.34242268082221
"smile","19",54,1.74036268949424
"snow","19",154,2.19033169817029
"so","19",8,0.954242509439325
"soap","19",36,1.56820172406699
"sock","19",56,1.75587485567249
"soft","19",607,2.78390357927274
"some","19",112,2.05307844348342
"spaghetti","19",92,1.96848294855394
"spill","19",25,1.41497334797082
"splash","19",175,2.24551266781415
"spoon","19",403,2.60638136511061
"squirrel","19",200,2.30319605742049
"stairs","19",244,2.38916608436453
"stand","19",28,1.46239799789896
"star","19",84,1.92941892571429
"sticky","19",37,1.57978359661681
"stop","19",285,2.45636603312904
"store","19",92,1.96848294855394
"story","19",62,1.79934054945358
"stove","19",196,2.29446622616159
"strawberry","19",70,1.85125834871908
"stroller","19",422,2.62634036737504
"stuck","19",55,1.7481880270062
"sun","19",204,2.31175386105575
"sweater","19",223,2.35024801833416
"sweep","19",113,2.05690485133647
"swim","19",125,2.10037054511756
"table","19",275,2.44090908206522
"take","19",50,1.70757017609794
"talk","19",33,1.53147891704226
"taste","19",21,1.34242268082221
"teacher","19",66,1.82607480270083
"tear","19",6,0.845098040014257
"that","19",344,2.53781909507327
"the","19",26,1.43136376415899
"their","19",2,0.477121254719662
"them","19",11,1.07918124604762
"then","19",3,0.602059991327962
"there","19",228,2.35983548233989
"these","19",22,1.36172783601759
"they","19",2,0.477121254719662
"thirsty","19",124,2.09691001300806
"this","19",244,2.38916608436453
"those","19",11,1.07918124604762
"throw","19",215,2.33445375115093
"tickle","19",237,2.37657695705651
"tiger","19",82,1.91907809237607
"time","19",8,0.954242509439325
"tiny","19",10,1.04139268515823
"tired","19",423,2.62736585659273
"to","19",16,1.23044892137827
"toast","19",176,2.24797326636181
"today","19",89,1.95424250943932
"toe","19",420,2.62428209583567
"tomorrow","19",26,1.43136376415899
"tongue","19",180,2.25767857486918
"tonight","19",657,2.81822589361396
"too","19",38,1.5910646070265
"tooth","19",64,1.81291335664286
"touch","19",55,1.7481880270062
"towel","19",90,1.95904139232109
"toy","19",342,2.53529412004277
"train","19",49,1.69897000433602
"trash","19",240,2.38201704257487
"tray","19",14,1.17609125905568
"tree","19",90,1.95904139232109
"truck","19",490,2.69108149212297
"try","19",18,1.27875360095283
"tummy","19",64,1.81291335664286
"turkey","19",87,1.94448267215017
"turtle","19",170,2.23299611039215
"type","19",54,1.74036268949424
"uncle","19",72,1.86332286012046
"under","19",137,2.13987908640124
"up","19",321,2.50785587169583
"us","19",3,0.602059991327962
"vacuum","19",206,2.31597034545692
"vroom","19",301,2.48000694295715
"wait","19",164,2.21748394421391
"wake","19",21,1.34242268082221
"walk","19",170,2.23299611039215
"wanna","19",192,2.28555730900777
"was","19",3,0.602059991327962
"wash","19",155,2.19312459835446
"we","19",6,0.845098040014257
"were","19",2,0.477121254719662
"wet","19",485,2.68663626926229
"what","19",173,2.2405492482826
"when","19",43,1.64345267648619
"where","19",133,2.12710479836481
"which","19",1,0.301029995663981
"white","19",25,1.41497334797082
"who","19",100,2.00432137378264
"why","19",92,1.96848294855394
"will","19",9,1
"window","19",494,2.69460519893357
"windy","19",38,1.5910646070265
"wipe","19",144,2.16136800223497
"wish","19",5,0.778151250383644
"with","19",13,1.14612803567824
"wolf","19",21,1.34242268082221
"work","19",128,2.11058971029925
"would","19",0,0
"write","19",550,2.74115159885178
"yellow","19",76,1.88649072517248
"yes","19",36,1.56820172406699
"yesterday","19",2,0.477121254719662
"you","19",160,2.20682587603185
"your","19",80,1.90848501887865
"yourself","19",1,0.301029995663981
"yucky","19",519,2.7160033436348
"zipper","19",124,2.09691001300806
"zoo","19",126,2.10380372095596
"a","20",33,1.53147891704226
"about","20",5,0.778151250383644
"above","20",9,1
"after","20",12,1.11394335230684
"all","20",121,2.08635983067475
"alligator","20",49,1.69897000433602
"am","20",13,1.14612803567824
"an","20",4,0.698970004336019
"and","20",20,1.32221929473392
"animal","20",338,2.53019969820308
"another","20",92,1.96848294855394
"ant","20",72,1.86332286012046
"any","20",7,0.903089986991944
"apple","20",386,2.58771096501891
"are","20",10,1.04139268515823
"arm","20",232,2.36735592102602
"around","20",15,1.20411998265592
"asleep","20",79,1.90308998699194
"at","20",20,1.32221929473392
"aunt","20",162,2.21218760440396
"awake","20",33,1.53147891704226
"away","20",205,2.31386722036915
"baby","20",148,2.17318626841227
"back","20",121,2.08635983067475
"bad","20",131,2.12057393120585
"ball","20",154,2.19033169817029
"balloon","20",226,2.35602585719312
"banana","20",101,2.00860017176192
"bath","20",55,1.7481880270062
"be","20",13,1.14612803567824
"beach","20",100,2.00432137378264
"beads","20",94,1.97772360528885
"bear","20",228,2.35983548233989
"because","20",8,0.954242509439325
"bed","20",314,2.4983105537896
"bee","20",316,2.50105926221775
"before","20",4,0.698970004336019
"behind","20",16,1.23044892137827
"better","20",29,1.47712125471966
"bib","20",64,1.81291335664286
"big","20",265,2.42488163663107
"bird","20",344,2.53781909507327
"bite","20",31,1.50514997831991
"black","20",39,1.60205999132796
"blanket","20",132,2.12385164096709
"block","20",140,2.14921911265538
"blow","20",100,2.00432137378264
"blue","20",279,2.44715803134222
"book","20",204,2.31175386105575
"boots","20",156,2.19589965240923
"bottle","20",240,2.38201704257487
"bowl","20",254,2.40654018043396
"box","20",328,2.51719589794997
"boy","20",20,1.32221929473392
"bread","20",116,2.06818586174616
"break","20",76,1.88649072517248
"breakfast","20",120,2.08278537031645
"bring","20",278,2.4456042032736
"broken","20",246,2.39269695325967
"broom","20",272,2.43616264704076
"brother","20",69,1.84509804001426
"brown","20",28,1.46239799789896
"brush","20",228,2.35983548233989
"bubbles","20",194,2.29003461136252
"bug","20",215,2.33445375115093
"bump","20",36,1.56820172406699
"bunny","20",300,2.47856649559384
"bus","20",74,1.8750612633917
"but","20",5,0.778151250383644
"butter","20",132,2.12385164096709
"button","20",53,1.73239375982297
"by","20",17,1.25527250510331
"bye","20",21,1.34242268082221
"cake","20",82,1.91907809237607
"candy","20",366,2.56466606425209
"car","20",114,2.06069784035361
"carrots","20",148,2.17318626841227
"cat","20",380,2.58092497567562
"cereal","20",330,2.51982799377572
"chair","20",38,1.5910646070265
"chase","20",166,2.22271647114758
"cheek","20",196,2.29446622616159
"cheerios","20",80,1.90848501887865
"cheese","20",127,2.10720996964787
"child","20",24,1.39794000867204
"church","20",120,2.08278537031645
"clock","20",192,2.28555730900777
"close","20",50,1.70757017609794
"coat","20",96,1.98677173426624
"cockadoodledoo","20",415,2.61909333062674
"coffee","20",118,2.07554696139253
"cold","20",251,2.40140054078154
"comb","20",229,2.36172783601759
"cookie","20",170,2.23299611039215
"couch","20",297,2.47421626407626
"could","20",6,0.845098040014257
"cover","20",18,1.27875360095283
"cow","20",269,2.43136376415899
"cracker","20",91,1.96378782734556
"crib","20",482,2.68394713075151
"cry","20",50,1.70757017609794
"cup","20",268,2.42975228000241
"cute","20",581,2.76492298464989
"daddy","20",79,1.90308998699194
"dance","20",44,1.65321251377534
"dark","20",64,1.81291335664286
"day","20",29,1.47712125471966
"deer","20",199,2.30102999566398
"diaper","20",258,2.41329976408125
"did","20",26,1.43136376415899
"dig","20",14,1.17609125905568
"dinner","20",66,1.82607480270083
"dirty","20",253,2.40483371661994
"dish","20",300,2.47856649559384
"do","20",72,1.86332286012046
"doctor","20",68,1.83884909073726
"does","20",8,0.954242509439325
"dog","20",338,2.53019969820308
"doll","20",269,2.43136376415899
"donkey","20",326,2.51454775266029
"door","20",102,2.01283722470517
"down","20",226,2.35602585719312
"draw","20",258,2.41329976408125
"drawer","20",76,1.88649072517248
"dress","20",77,1.89209460269048
"drive","20",218,2.34044411484012
"dry","20",62,1.79934054945358
"duck","20",454,2.65801139665711
"each","20",4,0.698970004336019
"ear","20",227,2.35793484700045
"eat","20",200,2.30319605742049
"egg","20",156,2.19589965240923
"elephant","20",494,2.69460519893357
"empty","20",67,1.83250891270624
"every","20",4,0.698970004336019
"eye","20",26,1.43136376415899
"face","20",76,1.88649072517248
"fall","20",32,1.51851393987789
"fast","20",170,2.23299611039215
"feed","20",28,1.46239799789896
"feet","20",81,1.91381385238372
"fell","20",35,1.55630250076729
"fine","20",33,1.53147891704226
"finger","20",190,2.28103336724773
"finish","20",111,2.04921802267018
"first","20",13,1.14612803567824
"fit","20",15,1.20411998265592
"fix","20",50,1.70757017609794
"flower","20",244,2.38916608436453
"food","20",110,2.04532297878666
"foot","20",175,2.24551266781415
"for","20",9,1
"fork","20",422,2.62634036737504
"frog","20",160,2.20682587603185
"full","20",29,1.47712125471966
"garage","20",62,1.79934054945358
"garden","20",90,1.95904139232109
"gentle","20",161,2.20951501454263
"get","20",85,1.93449845124357
"giraffe","20",117,2.07188200730613
"girl","20",108,2.03742649794062
"give","20",179,2.25527250510331
"glass","20",413,2.6170003411209
"glasses","20",201,2.30535136944662
"go","20",257,2.41161970596323
"gonna","20",22,1.36172783601759
"good","20",118,2.07554696139253
"goose","20",121,2.08635983067475
"gotta","20",9,1
"grapes","20",113,2.05690485133647
"grass","20",73,1.86923171973098
"green","20",65,1.81954393554187
"gum","20",35,1.55630250076729
"hair","20",84,1.92941892571429
"hammer","20",60,1.78532983501077
"hand","20",110,2.04532297878666
"happy","20",176,2.24797326636181
"hard","20",395,2.59769518592551
"hat","20",108,2.03742649794062
"hate","20",4,0.698970004336019
"have","20",37,1.57978359661681
"he","20",16,1.23044892137827
"head","20",192,2.28555730900777
"hear","20",28,1.46239799789896
"heavy","20",53,1.73239375982297
"hello","20",34,1.54406804435028
"help","20",220,2.34439227368511
"hen","20",23,1.38021124171161
"her","20",169,2.23044892137827
"here","20",53,1.73239375982297
"hers","20",8,0.954242509439325
"hi","20",270,2.43296929087441
"hide","20",49,1.69897000433602
"high","20",38,1.5910646070265
"him","20",8,0.954242509439325
"his","20",79,1.90308998699194
"hit","20",82,1.91907809237607
"hold","20",40,1.61278385671974
"home","20",80,1.90848501887865
"horse","20",256,2.40993312333129
"hot","20",342,2.53529412004277
"house","20",292,2.46686762035411
"how","20",48,1.69019608002851
"hug","20",146,2.16731733474818
"hungry","20",572,2.75815462196739
"hurry","20",227,2.35793484700045
"hurt","20",220,2.34439227368511
"ice","20",100,2.00432137378264
"if","20",2,0.477121254719662
"in","20",140,2.14921911265538
"inside","20",188,2.27646180417324
"into","20",6,0.845098040014257
"is","20",17,1.25527250510331
"it","20",227,2.35793484700045
"jacket","20",67,1.83250891270624
"jeans","20",110,2.04532297878666
"juice","20",110,2.04532297878666
"jump","20",112,2.05307844348342
"keys","20",260,2.41664050733828
"kick","20",96,1.98677173426624
"kiss","20",197,2.29666519026153
"kitchen","20",256,2.40993312333129
"kitty","20",128,2.11058971029925
"knee","20",236,2.3747483460101
"knock","20",43,1.64345267648619
"lady","20",60,1.78532983501077
"lamb","20",306,2.48713837547719
"lamp","20",182,2.26245108973043
"last","20",6,0.845098040014257
"later","20",111,2.04921802267018
"leg","20",216,2.33645973384853
"lemme","20",36,1.56820172406699
"lick","20",18,1.27875360095283
"light","20",238,2.37839790094814
"like","20",33,1.53147891704226
"lion","20",26,1.43136376415899
"listen","20",22,1.36172783601759
"little","20",166,2.22271647114758
"long","20",8,0.954242509439325
"look","20",234,2.37106786227174
"loud","20",28,1.46239799789896
"love","20",204,2.31175386105575
"lunch","20",55,1.7481880270062
"mad","20",18,1.27875360095283
"make","20",22,1.36172783601759
"man","20",246,2.39269695325967
"me","20",155,2.19312459835446
"meat","20",68,1.83884909073726
"medicine","20",248,2.39619934709574
"meow","20",377,2.57749179983723
"milk","20",80,1.90848501887865
"mine","20",200,2.30319605742049
"mittens","20",47,1.68124123737559
"mommy","20",64,1.81291335664286
"money","20",143,2.15836249209525
"monkey","20",342,2.53529412004277
"moo","20",456,2.65991620006985
"moon","20",122,2.0899051114394
"more","20",182,2.26245108973043
"morning","20",215,2.33445375115093
"mouse","20",620,2.79309160017658
"mouth","20",218,2.34044411484012
"much","20",8,0.954242509439325
"my","20",449,2.65321251377534
"nap","20",86,1.93951925261862
"naughty","20",98,1.99563519459755
"new","20",22,1.36172783601759
"nice","20",141,2.15228834438306
"night","20",168,2.22788670461367
"no","20",154,2.19033169817029
"noisy","20",26,1.43136376415899
"none","20",67,1.83250891270624
"noodles","20",386,2.58771096501891
"nose","20",294,2.46982201597816
"not","20",312,2.49554433754645
"now","20",71,1.85733249643127
"nuts","20",35,1.55630250076729
"of","20",4,0.698970004336019
"off","20",165,2.22010808804005
"old","20",100,2.00432137378264
"on","20",284,2.45484486000851
"open","20",413,2.6170003411209
"orange","20",72,1.86332286012046
"other","20",153,2.18752072083646
"ouch","20",258,2.41329976408125
"our","20",8,0.954242509439325
"out","20",172,2.2380461031288
"oven","20",38,1.5910646070265
"over","20",22,1.36172783601759
"owie","20",114,2.06069784035361
"owl","20",477,2.67942789661212
"paint","20",36,1.56820172406699
"pajamas","20",50,1.70757017609794
"pants","20",214,2.33243845991561
"paper","20",106,2.02938377768521
"park","20",50,1.70757017609794
"party","20",30,1.49136169383427
"peas","20",124,2.09691001300806
"peekaboo","20",44,1.65321251377534
"pen","20",212,2.32837960343874
"pencil","20",50,1.70757017609794
"penguin","20",98,1.99563519459755
"penny","20",284,2.45484486000851
"people","20",118,2.07554696139253
"person","20",288,2.46089784275655
"pick","20",20,1.32221929473392
"picnic","20",20,1.32221929473392
"picture","20",322,2.5092025223311
"pig","20",382,2.58319877396862
"pillow","20",194,2.29003461136252
"pizza","20",90,1.95904139232109
"plant","20",214,2.33243845991561
"plate","20",152,2.1846914308176
"play","20",263,2.42160392686983
"please","20",108,2.03742649794062
"pony","20",497,2.69722934275972
"pool","20",212,2.32837960343874
"poor","20",5,0.778151250383644
"potty","20",126,2.10380372095596
"pound","20",92,1.96848294855394
"pour","20",21,1.34242268082221
"pretend","20",8,0.954242509439325
"pretty","20",427,2.63144376901317
"pretzel","20",52,1.72427586960079
"pull","20",125,2.10037054511756
"puppy","20",372,2.57170883180869
"purse","20",222,2.34830486304816
"push","20",171,2.23552844690755
"put","20",53,1.73239375982297
"quiet","20",30,1.49136169383427
"radio","20",76,1.88649072517248
"rain","20",176,2.24797326636181
"raisin","20",370,2.56937390961505
"read","20",199,2.30102999566398
"red","20",492,2.69284691927723
"refrigerator","20",48,1.69019608002851
"ride","20",70,1.85125834871908
"rock","20",70,1.85125834871908
"room","20",47,1.68124123737559
"run","20",77,1.89209460269048
"sad","20",36,1.56820172406699
"same","20",77,1.89209460269048
"saw","20",8,0.954242509439325
"say","20",36,1.56820172406699
"scared","20",158,2.20139712432045
"school","20",122,2.0899051114394
"scissors","20",96,1.98677173426624
"see","20",141,2.15228834438306
"seed","20",0,0
"shake","20",37,1.57978359661681
"share","20",30,1.49136169383427
"she","20",11,1.07918124604762
"sheep","20",62,1.79934054945358
"shh","20",106,2.02938377768521
"shirt","20",152,2.1846914308176
"shoe","20",50,1.70757017609794
"shorts","20",104,2.02118929906994
"shovel","20",200,2.30319605742049
"show","20",36,1.56820172406699
"sick","20",229,2.36172783601759
"sing","20",300,2.47856649559384
"sink","20",196,2.29446622616159
"sister","20",48,1.69019608002851
"sit","20",109,2.04139268515822
"skate","20",9,1
"sky","20",98,1.99563519459755
"sleep","20",276,2.44247976906445
"sleepy","20",239,2.38021124171161
"slide","20",146,2.16731733474818
"slow","20",11,1.07918124604762
"smile","20",58,1.77085201164214
"snow","20",124,2.09691001300806
"so","20",7,0.903089986991944
"soap","20",36,1.56820172406699
"sock","20",82,1.91907809237607
"soft","20",511,2.70926996097583
"some","20",121,2.08635983067475
"spaghetti","20",114,2.06069784035361
"spill","20",35,1.55630250076729
"splash","20",162,2.21218760440396
"spoon","20",371,2.5705429398819
"squirrel","20",174,2.24303804868629
"stairs","20",208,2.32014628611105
"stand","20",36,1.56820172406699
"star","20",66,1.82607480270083
"sticky","20",48,1.69019608002851
"stop","20",267,2.42813479402879
"store","20",68,1.83884909073726
"story","20",49,1.69897000433602
"stove","20",182,2.26245108973043
"strawberry","20",71,1.85733249643127
"stroller","20",376,2.57634135020579
"stuck","20",61,1.79239168949825
"sun","20",202,2.30749603791321
"sweater","20",221,2.34635297445064
"sweep","20",101,2.00860017176192
"swim","20",121,2.08635983067475
"table","20",237,2.37657695705651
"take","20",45,1.66275783168157
"talk","20",33,1.53147891704226
"taste","20",21,1.34242268082221
"teacher","20",38,1.5910646070265
"tear","20",14,1.17609125905568
"that","20",287,2.45939248775923
"the","20",22,1.36172783601759
"their","20",5,0.778151250383644
"them","20",7,0.903089986991944
"then","20",6,0.845098040014257
"there","20",203,2.3096301674259
"these","20",27,1.44715803134222
"they","20",5,0.778151250383644
"thirsty","20",117,2.07188200730613
"this","20",215,2.33445375115093
"those","20",11,1.07918124604762
"throw","20",209,2.32221929473392
"tickle","20",221,2.34635297445064
"tiger","20",66,1.82607480270083
"time","20",16,1.23044892137827
"tiny","20",11,1.07918124604762
"tired","20",363,2.56110138364906
"to","20",23,1.38021124171161
"toast","20",174,2.24303804868629
"today","20",93,1.9731278535997
"toe","20",374,2.57403126772772
"tomorrow","20",28,1.46239799789896
"tongue","20",162,2.21218760440396
"tonight","20",544,2.73639650227664
"too","20",47,1.68124123737559
"tooth","20",74,1.8750612633917
"touch","20",54,1.74036268949424
"towel","20",88,1.94939000664491
"toy","20",311,2.49415459401844
"train","20",63,1.80617997398389
"trash","20",226,2.35602585719312
"tray","20",15,1.20411998265592
"tree","20",78,1.89762709129044
"truck","20",418,2.6222140229663
"try","20",20,1.32221929473392
"tummy","20",68,1.83884909073726
"turkey","20",77,1.89209460269048
"turtle","20",168,2.22788670461367
"type","20",64,1.81291335664286
"uncle","20",66,1.82607480270083
"under","20",106,2.02938377768521
"up","20",284,2.45484486000851
"us","20",2,0.477121254719662
"vacuum","20",195,2.29225607135648
"vroom","20",238,2.37839790094814
"wait","20",155,2.19312459835446
"wake","20",27,1.44715803134222
"walk","20",131,2.12057393120585
"wanna","20",178,2.25285303097989
"was","20",4,0.698970004336019
"wash","20",194,2.29003461136252
"we","20",7,0.903089986991944
"were","20",5,0.778151250383644
"wet","20",473,2.67577834167409
"what","20",176,2.24797326636181
"when","20",53,1.73239375982297
"where","20",125,2.10037054511756
"which","20",3,0.602059991327962
"white","20",30,1.49136169383427
"who","20",104,2.02118929906994
"why","20",78,1.89762709129044
"will","20",9,1
"window","20",410,2.61384182187607
"windy","20",34,1.54406804435028
"wipe","20",147,2.17026171539496
"wish","20",9,1
"with","20",9,1
"wolf","20",26,1.43136376415899
"work","20",118,2.07554696139253
"would","20",4,0.698970004336019
"write","20",495,2.6954816764902
"yellow","20",82,1.91907809237607
"yes","20",34,1.54406804435028
"yesterday","20",4,0.698970004336019
"you","20",172,2.2380461031288
"your","20",76,1.88649072517248
"yourself","20",3,0.602059991327962
"yucky","20",465,2.66838591669
"zipper","20",156,2.19589965240923
"zoo","20",122,2.0899051114394
"a","21",36,1.56820172406699
"about","21",4,0.698970004336019
"above","21",6,0.845098040014257
"after","21",12,1.11394335230684
"all","21",120,2.08278537031645
"alligator","21",43,1.64345267648619
"am","21",15,1.20411998265592
"an","21",3,0.602059991327962
"and","21",18,1.27875360095283
"animal","21",284,2.45484486000851
"another","21",77,1.89209460269048
"ant","21",50,1.70757017609794
"any","21",6,0.845098040014257
"apple","21",274,2.43933269383026
"are","21",9,1
"arm","21",216,2.33645973384853
"around","21",9,1
"asleep","21",67,1.83250891270624
"at","21",21,1.34242268082221
"aunt","21",154,2.19033169817029
"awake","21",42,1.63346845557959
"away","21",149,2.17609125905568
"baby","21",144,2.16136800223497
"back","21",89,1.95424250943932
"bad","21",115,2.06445798922692
"ball","21",158,2.20139712432045
"balloon","21",198,2.29885307640971
"banana","21",92,1.96848294855394
"bath","21",59,1.77815125038364
"be","21",13,1.14612803567824
"beach","21",92,1.96848294855394
"beads","21",83,1.92427928606188
"bear","21",188,2.27646180417324
"because","21",8,0.954242509439325
"bed","21",259,2.41497334797082
"bee","21",239,2.38021124171161
"before","21",6,0.845098040014257
"behind","21",13,1.14612803567824
"better","21",31,1.50514997831991
"bib","21",53,1.73239375982297
"big","21",232,2.36735592102602
"bird","21",255,2.40823996531185
"bite","21",31,1.50514997831991
"black","21",33,1.53147891704226
"blanket","21",134,2.13033376849501
"block","21",122,2.0899051114394
"blow","21",100,2.00432137378264
"blue","21",229,2.36172783601759
"book","21",164,2.21748394421391
"boots","21",126,2.10380372095596
"bottle","21",210,2.32428245529769
"bowl","21",198,2.29885307640971
"box","21",274,2.43933269383026
"boy","21",18,1.27875360095283
"bread","21",94,1.97772360528885
"break","21",90,1.95904139232109
"breakfast","21",130,2.11727129565576
"bring","21",214,2.33243845991561
"broken","21",203,2.3096301674259
"broom","21",230,2.36361197989214
"brother","21",60,1.78532983501077
"brown","21",29,1.47712125471966
"brush","21",208,2.32014628611105
"bubbles","21",166,2.22271647114758
"bug","21",172,2.2380461031288
"bump","21",40,1.61278385671974
"bunny","21",234,2.37106786227174
"bus","21",68,1.83884909073726
"but","21",8,0.954242509439325
"butter","21",112,2.05307844348342
"button","21",57,1.76342799356294
"by","21",22,1.36172783601759
"bye","21",21,1.34242268082221
"cake","21",76,1.88649072517248
"candy","21",286,2.45788189673399
"car","21",104,2.02118929906994
"carrots","21",120,2.08278537031645
"cat","21",301,2.48000694295715
"cereal","21",240,2.38201704257487
"chair","21",38,1.5910646070265
"chase","21",160,2.20682587603185
"cheek","21",136,2.13672056715641
"cheerios","21",74,1.8750612633917
"cheese","21",115,2.06445798922692
"child","21",32,1.51851393987789
"church","21",124,2.09691001300806
"clock","21",168,2.22788670461367
"close","21",60,1.78532983501077
"coat","21",78,1.89762709129044
"cockadoodledoo","21",353,2.54900326202579
"coffee","21",94,1.97772360528885
"cold","21",211,2.32633586092875
"comb","21",217,2.3384564936046
"cookie","21",152,2.1846914308176
"couch","21",261,2.41830129131975
"could","21",3,0.602059991327962
"cover","21",22,1.36172783601759
"cow","21",201,2.30535136944662
"cracker","21",81,1.91381385238372
"crib","21",332,2.52244423350632
"cry","21",70,1.85125834871908
"cup","21",228,2.35983548233989
"cute","21",431,2.63548374681491
"daddy","21",70,1.85125834871908
"dance","21",45,1.66275783168157
"dark","21",53,1.73239375982297
"day","21",26,1.43136376415899
"deer","21",171,2.23552844690755
"diaper","21",194,2.29003461136252
"did","21",12,1.11394335230684
"dig","21",18,1.27875360095283
"dinner","21",82,1.91907809237607
"dirty","21",225,2.3541084391474
"dish","21",232,2.36735592102602
"do","21",58,1.77085201164214
"doctor","21",53,1.73239375982297
"does","21",8,0.954242509439325
"dog","21",278,2.4456042032736
"doll","21",241,2.38381536598043
"donkey","21",250,2.39967372148104
"door","21",96,1.98677173426624
"down","21",188,2.27646180417324
"draw","21",222,2.34830486304816
"drawer","21",88,1.94939000664491
"dress","21",69,1.84509804001426
"drive","21",166,2.22271647114758
"dry","21",52,1.72427586960079
"duck","21",361,2.55870857053317
"each","21",5,0.778151250383644
"ear","21",193,2.28780172993023
"eat","21",186,2.2718416065365
"egg","21",138,2.14301480025409
"elephant","21",398,2.60097289568675
"empty","21",57,1.76342799356294
"every","21",4,0.698970004336019
"eye","21",20,1.32221929473392
"face","21",60,1.78532983501077
"fall","21",28,1.46239799789896
"fast","21",149,2.17609125905568
"feed","21",26,1.43136376415899
"feet","21",57,1.76342799356294
"fell","21",24,1.39794000867204
"fine","21",33,1.53147891704226
"finger","21",154,2.19033169817029
"finish","21",112,2.05307844348342
"first","21",16,1.23044892137827
"fit","21",12,1.11394335230684
"fix","21",42,1.63346845557959
"flower","21",168,2.22788670461367
"food","21",112,2.05307844348342
"foot","21",126,2.10380372095596
"for","21",10,1.04139268515823
"fork","21",312,2.49554433754645
"frog","21",139,2.14612803567824
"full","21",21,1.34242268082221
"garage","21",42,1.63346845557959
"garden","21",96,1.98677173426624
