"Age","Freq_100000w","Freq","No_of_transcripts","TotalFreq","Word","LogFreq"
"24.0","0","0","456","284427","chill",0
"27.0","4","2","616","402831","chill",0.477121254719662
"30.0","0","0","486","406497","chill",0
"33.0","0","0","361","332325","chill",0
"36.0","0","0","250","242145","chill",0
"39.0","0","0","236","189088","chill",0
"42.0","0","0","215","156791","chill",0
"45.0","0","0","249","156558","chill",0
"48.0","0","0","221","140589","chill",0
"51.0","0","0","154","112895","chill",0
"54.0","0","0","173","385725","chill",0
"57.0","0","0","182","113300","chill",0
"60.0","0","0","120","80352","chill",0
"63.0","0","0","108","48940","chill",0
"66.0","0","0","157","52266","chill",0
"69.0","0","0","117","40283","chill",0
"12","0","0","180","15597","chilly",0
"15.0","0","0","87","33500","chilly",0
"18.0","0","0","243","84684","chilly",0
"21.0","0","0","297","164518","chilly",0
"24.0","0","0","456","284427","chilly",0
"27.0","4","2","616","402831","chilly",0.477121254719662
"30.0","2","1","486","406497","chilly",0.301029995663981
"33.0","0","0","361","332325","chilly",0
"36.0","0","0","250","242145","chilly",0
"39.0","0","0","236","189088","chilly",0
"42.0","0","0","215","156791","chilly",0
"45.0","0","0","249","156558","chilly",0
"48.0","0","0","221","140589","chilly",0
"51.0","8","1","154","112895","chilly",0.301029995663981
"54.0","10","4","173","385725","chilly",0.698970004336019
"57.0","0","0","182","113300","chilly",0
"60.0","0","0","120","80352","chilly",0
"63.0","0","0","108","48940","chilly",0
"66.0","0","0","157","52266","chilly",0
"69.0","0","0","117","40283","chilly",0
"12","0","0","180","15597","chime",0
"15.0","0","0","87","33500","chime",0
"18.0","0","0","243","84684","chime",0
"21.0","0","0","297","164518","chime",0
"24.0","0","0","456","284427","chime",0
"27.0","0","0","616","402831","chime",0
"30.0","0","0","486","406497","chime",0
"33.0","0","0","361","332325","chime",0
"36.0","0","0","250","242145","chime",0
"39.0","0","0","236","189088","chime",0
"42.0","0","0","215","156791","chime",0
"45.0","0","0","249","156558","chime",0
"48.0","0","0","221","140589","chime",0
"51.0","0","0","154","112895","chime",0
"54.0","0","0","173","385725","chime",0
"57.0","0","0","182","113300","chime",0
"60.0","0","0","120","80352","chime",0
"63.0","0","0","108","48940","chime",0
"66.0","0","0","157","52266","chime",0
"69.0","0","0","117","40283","chime",0
"12","0","0","180","15597","chiming",0
"15.0","0","0","87","33500","chiming",0
"18.0","0","0","243","84684","chiming",0
"21.0","0","0","297","164518","chiming",0
"24.0","0","0","456","284427","chiming",0
"27.0","0","0","616","402831","chiming",0
"30.0","0","0","486","406497","chiming",0
"33.0","0","0","361","332325","chiming",0
"36.0","0","0","250","242145","chiming",0
"39.0","0","0","236","189088","chiming",0
"42.0","0","0","215","156791","chiming",0
"45.0","0","0","249","156558","chiming",0
"48.0","0","0","221","140589","chiming",0
"51.0","0","0","154","112895","chiming",0
"54.0","0","0","173","385725","chiming",0
"57.0","0","0","182","113300","chiming",0
"60.0","0","0","120","80352","chiming",0
"63.0","0","0","108","48940","chiming",0
"66.0","0","0","157","52266","chiming",0
"69.0","0","0","117","40283","chiming",0
"12","0","0","180","15597","chirp",0
"15.0","0","0","87","33500","chirp",0
"18.0","35","3","243","84684","chirp",0.602059991327962
"21.0","0","0","297","164518","chirp",0
"24.0","0","0","456","284427","chirp",0
"27.0","0","0","616","402831","chirp",0
"30.0","0","0","486","406497","chirp",0
"33.0","0","0","361","332325","chirp",0
"36.0","0","0","250","242145","chirp",0
"39.0","15","3","236","189088","chirp",0.602059991327962
"42.0","0","0","215","156791","chirp",0
"45.0","6","1","249","156558","chirp",0.301029995663981
"48.0","0","0","221","140589","chirp",0
"51.0","0","0","154","112895","chirp",0
"54.0","10","4","173","385725","chirp",0.698970004336019
"57.0","0","0","182","113300","chirp",0
"60.0","0","0","120","80352","chirp",0
"63.0","0","0","108","48940","chirp",0
"66.0","0","0","157","52266","chirp",0
"69.0","0","0","117","40283","chirp",0
"12","0","0","180","15597","chirping",0
"15.0","0","0","87","33500","chirping",0
"18.0","0","0","243","84684","chirping",0
"21.0","0","0","297","164518","chirping",0
"24.0","7","2","456","284427","chirping",0.477121254719662
"27.0","0","0","616","402831","chirping",0
"30.0","0","0","486","406497","chirping",0
"33.0","0","0","361","332325","chirping",0
"36.0","0","0","250","242145","chirping",0
"39.0","0","0","236","189088","chirping",0
"42.0","0","0","215","156791","chirping",0
"45.0","0","0","249","156558","chirping",0
"48.0","0","0","221","140589","chirping",0
"51.0","0","0","154","112895","chirping",0
"54.0","0","0","173","385725","chirping",0
"57.0","0","0","182","113300","chirping",0
"60.0","0","0","120","80352","chirping",0
"63.0","0","0","108","48940","chirping",0
"66.0","0","0","157","52266","chirping",0
"69.0","0","0","117","40283","chirping",0
"12","0","0","180","15597","chocolatey",0
"15.0","0","0","87","33500","chocolatey",0
"18.0","0","0","243","84684","chocolatey",0
"21.0","0","0","297","164518","chocolatey",0
"24.0","0","0","456","284427","chocolatey",0
"27.0","0","0","616","402831","chocolatey",0
"30.0","2","1","486","406497","chocolatey",0.301029995663981
"33.0","0","0","361","332325","chocolatey",0
"36.0","0","0","250","242145","chocolatey",0
"39.0","0","0","236","189088","chocolatey",0
"42.0","0","0","215","156791","chocolatey",0
"45.0","0","0","249","156558","chocolatey",0
"48.0","0","0","221","140589","chocolatey",0
"51.0","0","0","154","112895","chocolatey",0
"54.0","2","1","173","385725","chocolatey",0.301029995663981
"57.0","17","2","182","113300","chocolatey",0.477121254719662
"60.0","0","0","120","80352","chocolatey",0
"63.0","0","0","108","48940","chocolatey",0
"66.0","0","0","157","52266","chocolatey",0
"69.0","0","0","117","40283","chocolatey",0
"12","0","0","180","15597","choose",0
"15.0","0","0","87","33500","choose",0
"18.0","47","4","243","84684","choose",0.698970004336019
"21.0","12","2","297","164518","choose",0.477121254719662
"24.0","14","4","456","284427","choose",0.698970004336019
"27.0","4","2","616","402831","choose",0.477121254719662
"30.0","9","4","486","406497","choose",0.698970004336019
"33.0","24","8","361","332325","choose",0.954242509439325
"36.0","12","3","250","242145","choose",0.602059991327962
"39.0","37","7","236","189088","choose",0.903089986991944
"42.0","159","25","215","156791","choose",1.41497334797082
"45.0","19","3","249","156558","choose",0.602059991327962
"48.0","7","1","221","140589","choose",0.301029995663981
"51.0","53","6","154","112895","choose",0.845098040014257
"54.0","20","8","173","385725","choose",0.954242509439325
"57.0","35","4","182","113300","choose",0.698970004336019
"60.0","0","0","120","80352","choose",0
"63.0","0","0","108","48940","choose",0
"66.0","38","2","157","52266","choose",0.477121254719662
"69.0","0","0","117","40283","choose",0
"12","0","0","180","15597","chubby",0
"15.0","0","0","87","33500","chubby",0
"18.0","0","0","243","84684","chubby",0
"21.0","0","0","297","164518","chubby",0
"24.0","0","0","456","284427","chubby",0
"27.0","0","0","616","402831","chubby",0
"30.0","0","0","486","406497","chubby",0
"33.0","0","0","361","332325","chubby",0
"36.0","0","0","250","242145","chubby",0
"39.0","0","0","236","189088","chubby",0
"42.0","0","0","215","156791","chubby",0
"45.0","0","0","249","156558","chubby",0
"48.0","0","0","221","140589","chubby",0
"51.0","0","0","154","112895","chubby",0
"54.0","0","0","173","385725","chubby",0
"57.0","0","0","182","113300","chubby",0
"60.0","0","0","120","80352","chubby",0
"63.0","0","0","108","48940","chubby",0
"66.0","0","0","157","52266","chubby",0
"69.0","0","0","117","40283","chubby",0
"12","256","4","180","15597","circle",0.698970004336019
"15.0","0","0","87","33500","circle",0
"18.0","283","24","243","84684","circle",1.39794000867204
"21.0","230","38","297","164518","circle",1.5910646070265
"24.0","400","114","456","284427","circle",2.06069784035361
"27.0","215","87","616","402831","circle",1.94448267215017
"30.0","317","129","486","406497","circle",2.11394335230684
"33.0","228","76","361","332325","circle",1.88649072517248
"36.0","189","46","250","242145","circle",1.67209785793572
"39.0","206","39","236","189088","circle",1.60205999132796
"42.0","51","8","215","156791","circle",0.954242509439325
"45.0","95","15","249","156558","circle",1.20411998265592
"48.0","92","13","221","140589","circle",1.14612803567824
"51.0","124","14","154","112895","circle",1.17609125905568
"54.0","67","26","173","385725","circle",1.43136376415899
"57.0","35","4","182","113300","circle",0.698970004336019
"60.0","74","6","120","80352","circle",0.845098040014257
"63.0","408","20","108","48940","circle",1.32221929473392
"66.0","210","11","157","52266","circle",1.07918124604762
"69.0","74","3","117","40283","circle",0.602059991327962
"12","0","0","180","15597","circular",0
"15.0","0","0","87","33500","circular",0
"18.0","0","0","243","84684","circular",0
"21.0","0","0","297","164518","circular",0
"24.0","0","0","456","284427","circular",0
"27.0","0","0","616","402831","circular",0
"30.0","0","0","486","406497","circular",0
"33.0","0","0","361","332325","circular",0
"36.0","0","0","250","242145","circular",0
"39.0","0","0","236","189088","circular",0
"42.0","0","0","215","156791","circular",0
"45.0","0","0","249","156558","circular",0
"48.0","0","0","221","140589","circular",0
"51.0","0","0","154","112895","circular",0
"54.0","0","0","173","385725","circular",0
"57.0","0","0","182","113300","circular",0
"60.0","0","0","120","80352","circular",0
"63.0","0","0","108","48940","circular",0
"66.0","0","0","157","52266","circular",0
"69.0","0","0","117","40283","circular",0
"12","0","0","180","15597","citrus",0
"15.0","0","0","87","33500","citrus",0
"18.0","0","0","243","84684","citrus",0
"21.0","0","0","297","164518","citrus",0
"24.0","0","0","456","284427","citrus",0
"27.0","0","0","616","402831","citrus",0
"30.0","0","0","486","406497","citrus",0
"33.0","0","0","361","332325","citrus",0
"36.0","0","0","250","242145","citrus",0
"39.0","0","0","236","189088","citrus",0
"42.0","0","0","215","156791","citrus",0
"45.0","0","0","249","156558","citrus",0
"48.0","0","0","221","140589","citrus",0
"51.0","0","0","154","112895","citrus",0
"54.0","0","0","173","385725","citrus",0
"57.0","0","0","182","113300","citrus",0
"60.0","0","0","120","80352","citrus",0
"63.0","0","0","108","48940","citrus",0
"66.0","0","0","157","52266","citrus",0
"69.0","0","0","117","40283","citrus",0
"12","0","0","180","15597","citrusy",0
"15.0","0","0","87","33500","citrusy",0
"18.0","0","0","243","84684","citrusy",0
"21.0","0","0","297","164518","citrusy",0
"24.0","0","0","456","284427","citrusy",0
"27.0","0","0","616","402831","citrusy",0
"30.0","0","0","486","406497","citrusy",0
"33.0","0","0","361","332325","citrusy",0
"36.0","0","0","250","242145","citrusy",0
"39.0","0","0","236","189088","citrusy",0
"42.0","0","0","215","156791","citrusy",0
"45.0","0","0","249","156558","citrusy",0
"48.0","0","0","221","140589","citrusy",0
"51.0","0","0","154","112895","citrusy",0
"54.0","0","0","173","385725","citrusy",0
"57.0","0","0","182","113300","citrusy",0
"60.0","0","0","120","80352","citrusy",0
"63.0","0","0","108","48940","citrusy",0
"66.0","0","0","157","52266","citrusy",0
"69.0","0","0","117","40283","citrusy",0
"12","0","0","180","15597","city",0
"15.0","0","0","87","33500","city",0
"18.0","0","0","243","84684","city",0
"21.0","6","1","297","164518","city",0.301029995663981
"24.0","3","1","456","284427","city",0.301029995663981
"27.0","24","10","616","402831","city",1.04139268515823
"30.0","17","7","486","406497","city",0.903089986991944
"33.0","15","5","361","332325","city",0.778151250383644
"36.0","12","3","250","242145","city",0.602059991327962
"39.0","21","4","236","189088","city",0.698970004336019
"42.0","57","9","215","156791","city",1
"45.0","31","5","249","156558","city",0.778151250383644
"48.0","28","4","221","140589","city",0.698970004336019
"51.0","97","11","154","112895","city",1.07918124604762
"54.0","64","25","173","385725","city",1.41497334797082
"57.0","8","1","182","113300","city",0.301029995663981
"60.0","12","1","120","80352","city",0.301029995663981
"63.0","20","1","108","48940","city",0.301029995663981
"66.0","0","0","157","52266","city",0
"69.0","24","1","117","40283","city",0.301029995663981
"12","0","0","180","15597","claim",0
"15.0","0","0","87","33500","claim",0
"18.0","0","0","243","84684","claim",0
"21.0","0","0","297","164518","claim",0
"24.0","0","0","456","284427","claim",0
"27.0","0","0","616","402831","claim",0
"30.0","0","0","486","406497","claim",0
"33.0","0","0","361","332325","claim",0
"36.0","0","0","250","242145","claim",0
"39.0","0","0","236","189088","claim",0
"42.0","0","0","215","156791","claim",0
"45.0","0","0","249","156558","claim",0
"48.0","0","0","221","140589","claim",0
"51.0","0","0","154","112895","claim",0
"54.0","0","0","173","385725","claim",0
"57.0","0","0","182","113300","claim",0
"60.0","0","0","120","80352","claim",0
"63.0","0","0","108","48940","claim",0
"66.0","0","0","157","52266","claim",0
"69.0","0","0","117","40283","claim",0
"12","0","0","180","15597","clammy",0
"15.0","0","0","87","33500","clammy",0
"18.0","0","0","243","84684","clammy",0
"21.0","0","0","297","164518","clammy",0
"24.0","0","0","456","284427","clammy",0
"27.0","0","0","616","402831","clammy",0
"30.0","0","0","486","406497","clammy",0
"33.0","0","0","361","332325","clammy",0
"36.0","0","0","250","242145","clammy",0
"39.0","0","0","236","189088","clammy",0
"42.0","0","0","215","156791","clammy",0
"45.0","0","0","249","156558","clammy",0
"48.0","0","0","221","140589","clammy",0
"51.0","0","0","154","112895","clammy",0
"54.0","0","0","173","385725","clammy",0
"57.0","0","0","182","113300","clammy",0
"60.0","0","0","120","80352","clammy",0
"63.0","0","0","108","48940","clammy",0
"66.0","0","0","157","52266","clammy",0
"69.0","0","0","117","40283","clammy",0
"12","0","0","180","15597","clamor",0
"15.0","0","0","87","33500","clamor",0
"18.0","0","0","243","84684","clamor",0
"21.0","0","0","297","164518","clamor",0
"24.0","0","0","456","284427","clamor",0
"27.0","0","0","616","402831","clamor",0
"30.0","0","0","486","406497","clamor",0
"33.0","0","0","361","332325","clamor",0
"36.0","0","0","250","242145","clamor",0
"39.0","0","0","236","189088","clamor",0
"42.0","0","0","215","156791","clamor",0
"45.0","0","0","249","156558","clamor",0
"48.0","0","0","221","140589","clamor",0
"51.0","0","0","154","112895","clamor",0
"54.0","0","0","173","385725","clamor",0
"57.0","0","0","182","113300","clamor",0
"60.0","0","0","120","80352","clamor",0
"63.0","0","0","108","48940","clamor",0
"66.0","0","0","157","52266","clamor",0
"69.0","0","0","117","40283","clamor",0
"12","0","0","180","15597","clamorous",0
